Index,Content
15-6,"(1) Blir arbeidstaker som skriftlig er ansatt på en bestemt prøvetid, sagt opp, må oppsigelsen være begrunnet i arbeidstakers tilpasning til arbeidet, faglige dyktighet eller pålitelighet. (2) Bestemmelsene i paragrafen her innskrenker ikke arbeidsgivers rett til å si opp arbeidstaker etter § 15-7. (3) Bestemmelsene i paragrafen her gjelder bare dersom oppsigelsen blir gitt innen utløpet av den avtalte prøvetiden. Prøvetid kan avtales for en periode på inntil seks måneder, jf. likevel fjerde ledd. (4) Dersom arbeidstaker har vært fraværende fra arbeidet i prøvetiden, kan arbeidsgiver forlenge den avtalte prøvetiden med en periode som tilsvarer lengden av fraværet. Forlengelse kan bare skje når arbeidstaker ved ansettelsen er skriftlig orientert om adgangen til dette og arbeidsgiver skriftlig har orientert arbeidstaker om forlengelsen innen utløpet av prøvetiden. Det er ikke adgang til forlengelse ved fravær som er forårsaket av arbeidsgiver. (5) Departementet kan gi forskrift om adgang til å avtale lengre prøvetid enn seks måneder for visse arbeidstakergrupper. "
15-7,"(1) Arbeidstaker kan ikke sies opp uten at det er saklig begrunnet i virksomhetens, arbeidsgivers eller arbeidstakers forhold. (2) Skyldes oppsigelsen driftsinnskrenkning eller rasjonaliseringstiltak, er den ikke saklig begrunnet dersom arbeidsgiver har et annet passende arbeid i virksomheten å tilby arbeidstaker. Ved avgjørelse av om en oppsigelse har saklig grunn i driftsinnskrenkning eller rasjonaliseringstiltak, skal det foretas en avveining mellom virksomhetens behov og de ulemper oppsigelsen påfører den enkelte arbeidstaker. (3) En oppsigelse som skyldes at arbeidsgiver setter ut eller tar sikte på å sette ut virksomhetens drift på oppdrag ved bruk av selvstendige oppdragstakere, er ikke saklig med mindre det er nødvendig av hensyn til virksomhetens fortsatte drift. Endret ved lov 19 juni 2009 nr. 39 (ikr. 1 jan 2010 iflg. res. 19 juni 2009 nr. 822). Endres ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). "
15-8,"(1) Arbeidstaker som helt eller delvis er borte fra arbeidet på grunn av ulykke eller sykdom kan ikke av denne grunn sies opp de første 12 månedene etter at arbeidsuførheten inntrådte. (2) Oppsigelse som finner sted innenfor det tidsrom arbeidstaker er vernet mot oppsigelse etter denne paragraf, skal anses å ha sin grunn i sykefraværet dersom ikke noe annet gjøres overveiende sannsynlig. (3) Arbeidstaker som påberoper seg oppsigelsesvern etter denne paragraf, må ved legeattest eller på annen måte innen rimelig tid gi varsel om grunnen til fraværet. Om arbeidsgiver krever det, må det samlede sykefravær godtgjøres ved legeattest. "
15-9,"(1) Arbeidstaker som er gravid kan ikke av den grunn sies opp. Oppsigelse som finner sted i denne perioden, skal anses å ha sin grunn i dette forhold dersom ikke noe annet gjøres overveiende sannsynlig. Graviditeten må dokumenteres ved legeattest dersom arbeidsgiver krever det. (2) Arbeidstaker som har permisjon etter §§ 12-2, 12-3, 12-4 eller 12-5 første ledd i inntil ett år, må ikke sies opp med virkning i fraværsperioden når arbeidsgiver er klar over at fraværet skyldes disse grunner eller arbeidstaker uten unødig opphold gir beskjed om at dette er grunnen for fraværet. Er arbeidstaker lovlig sagt opp til fratreden på et tidspunkt som faller innenfor dette tidsrommet, er oppsigelsen gyldig, men oppsigelsen forlenges med et tilsvarende tidsrom. (3) For arbeidstaker som har permisjon etter §§ 12-5 andre ledd eller 12-6 utover ett år, gjelder første ledd første og andre punktum tilsvarende. "
15-10,"(1) Arbeidstaker kan ikke sies opp på grunn av permisjon etter § 12-12. Ved permisjon etter § 12-12 første ledd andre punktum omfatter oppsigelsesvernet også perioder hvor arbeidstaker ikke er fraværende fra arbeidet. (2) Oppsigelse som finner sted umiddelbart før eller innenfor det tidsrom arbeidstaker er fraværende fra arbeidet på grunn av permisjon etter § 12-12, skal anses å ha sin grunn i dette forholdet, dersom ikke noe annet gjøres overveiende sannsynlig. "
15-11,"(1) Ved tvist om et arbeidsforhold lovlig er brakt til opphør etter reglene i § 15-7 kan arbeidstaker fortsette i stillingen så lenge forhandlinger pågår etter § 17-3. (2) Dersom søksmål reises innen de frister som følger av § 17-4, kan arbeidstaker fortsette i stillingen. Etter krav fra arbeidsgiver kan retten likevel bestemme at arbeidstaker skal fratre under sakens behandling dersom retten finner det urimelig at arbeidsforholdet opprettholdes under sakens behandling. Dette gjelder også ved hel eller delvis nedleggelse av virksomheten. Retten fastsetter samtidig fristen for arbeidstakers fratreden. (3) Retten til å fortsette i stillingen gjelder ikke ved tvist om avskjed, oppsigelse i prøvetiden, for innleid arbeidstaker eller midlertidig ansatt. Etter krav fra arbeidstaker kan retten likevel bestemme at arbeidsforholdet skal fortsette inntil saken er rettskraftig avgjort, dersom søksmål reises innen fristene i § 17-4. (4) Retten til å fortsette i stillingen gjelder ikke for deltakere i arbeidsmarkedstiltak i regi av eller i samarbeid med Arbeids- og velferdsetaten som sies opp fordi vedkommende skaffes ordinært arbeid, overføres til annet tiltak eller tiltaket avsluttes. (5) Retten kan bestemme at arbeidstaker som er urettmessig utestengt fra arbeidsplassen etter at oppsigelsesfristen eller tidsrommet for arbeidsavtalen er utløpt, har rett til å gjeninntre i stillingen dersom arbeidstaker ber om dette innen fire uker fra utestengningen. Endret ved lover 21 des 2005 nr. 121 (ikr. 1 jan 2006), 16 juni 2006 nr. 20 (ikr. 1 juli 2006 iflg. res. 16 juni 2006 nr. 631), 19 juni 2009 nr. 39 (ikr. 1 jan 2010 iflg. res. 19 juni 2009 nr. 822). "
15-12,"(1) Dersom oppsigelsen er i strid med §§ 15-6 til 15-10, skal retten, etter påstand fra arbeidstaker, kjenne oppsigelsen ugyldig. I særlige tilfeller kan retten, etter påstand fra arbeidsgiver, bestemme at arbeidsforholdet skal opphøre dersom den etter avveining av partenes interesser finner at det vil være åpenbart urimelig at arbeidsforholdet fortsetter. (2) Arbeidstaker kan kreve erstatning dersom oppsigelsen er i strid med §§ 15-6 til 15-11. Erstatningen fastsettes til det beløp som retten finner rimelig under hensyn til det økonomiske tap, arbeidsgivers og arbeidstakers forhold og omstendighetene for øvrig. "
15-13,"(1) Dersom det er grunn til å anta at en arbeidstaker har gjort seg skyldig i forhold som kan medføre avskjed etter § 15-14 og virksomhetens behov tilsier det, kan arbeidsgiver pålegge arbeidstaker å fratre arbeidsforholdet mens saken undersøkes. (2) Det skal vurderes fortløpende om vilkårene etter første ledd er oppfylt. Dersom dette ikke er tilfelle, skal suspensjonen straks oppheves. Suspensjon utover tre måneder må være begrunnet i forholdets særlige art. (3) Arbeidstaker beholder den lønn vedkommende hadde på suspensjonstidspunktet frem til suspensjonen opphører. (4) Ved suspensjon gjelder bestemmelsene i §§ 15-1, 15-4 og 15-12 tilsvarende så langt de passer. "
15-13 a,"(1) Arbeidsforholdet kan bringes til opphør når arbeidstaker fyller 72 år. (2) Lavere aldersgrense kan fastsettes der det er nødvendig av hensyn til helse eller sikkerhet. (3) Lavere aldersgrense, men ikke under 70 år, kan fastsettes dersom grensen gjøres kjent for arbeidstakerne, den praktiseres konsekvent av arbeidsgiver og arbeidstaker har rett til en tilfredsstillende tjenestepensjonsordning. Arbeidsgiver skal drøfte lavere aldersgrense med de tillitsvalgte. (4) Lavere aldersgrense fastsatt i medhold av andre eller tredje ledd må være saklig begrunnet og ikke uforholdsmessig inngripende, jf. § 13-3 andre ledd. (5) Arbeidstaker har krav på skriftlig varsel om tidspunktet for fratreden. Fratreden kan tidligst kreves seks måneder etter den første dag i måneden etter at varslet er kommet frem til arbeidstaker. (6) Før varsel gis skal arbeidsgiver så langt det er mulig innkalle arbeidstaker til en samtale, med mindre arbeidstaker selv ikke ønsker det. (7) Arbeidstaker som ønsker å fratre, har en tilsvarende varslingsfrist på en måned, likevel slik at kravet til skriftlighet ikke gjelder. "
15-14,"(1) Arbeidsgiver kan avskjedige en arbeidstaker med påbud om øyeblikkelig fratreden dersom denne har gjort seg skyldig i grovt pliktbrudd eller annet vesentlig mislighold av arbeidsavtalen. (2) Ved avskjed gjelder bestemmelsene i §§ 15-1 og 15-4 tilsvarende. (3) Dersom avskjeden er urettmessig, skal retten kjenne den ugyldig etter påstand fra arbeidstaker. I særlige tilfeller kan retten likevel, etter påstand fra arbeidsgiver, bestemme at arbeidsforholdet skal opphøre dersom den etter avveining av partenes interesser finner at det vil være åpenbart urimelig at arbeidsforholdet fortsetter. Retten kan også bestemme at arbeidsforholdet skal opphøre når den finner at vilkårene for saklig oppsigelse er til stede. (4) Arbeidstaker kan kreve erstatning dersom avskjeden er urettmessig. Erstatningen fastsettes i samsvar med § 15-12 andre ledd. Endret ved lov 15 juni 2007 nr. 21. "
15-15,"(1) Arbeidstaker som fratrer etter lovlig oppsigelse har krav på skriftlig attest av arbeidsgiver. Attesten skal inneholde opplysninger om arbeidstakers navn, fødselsdato, hva arbeidet har bestått i og om arbeidsforholdets varighet. (2) Denne bestemmelse begrenser ikke arbeidstakers rett til å kreve en mer utførlig attest i arbeidsforhold hvor dette er sedvane og ikke annet er fastsatt i tariffavtale. (3) Arbeidstaker som blir avskjediget har også krav på attest, men arbeidsgiver kan uten nærmere angivelse av grunnen opplyse i attesten at arbeidstakeren er avskjediget. "
15-16,(1) Arbeidsgiver kan inngå skriftlig avtale med virksomhetens øverste leder om at tvister i forbindelse med opphør av arbeidsforholdet skal løses ved voldgift. (2) Reglene om oppsigelse i dette kapittel gjelder ikke for virksomhetens øverste leder dersom vedkommende i forhåndsavtale har sagt fra seg slike rettigheter mot etterlønn ved fratreden. 
15-17,Bestemmelsene i dette kapittel gjelder ikke ved oppsigelse etter arbeidstvistloven § 15 eller tjenestetvistloven § 22. Endret ved lov 27 jan 2012 nr. 9 (ikr. 1 mars 2012 iflg. res. 27 jan 2012 nr. 71). 
16-1,(1) Dette kapittel kommer til anvendelse ved overdragelse av en virksomhet eller del av virksomhet til en annen arbeidsgiver. Med overdragelse menes overføring av en selvstendig enhet som beholder sin identitet etter overføringen. (2) §§ 16-2 og 16-4 får ikke anvendelse ved overdragelse fra et konkursbo. 1 Jf. EØS-avtalen vedlegg XVIII nr. 32d (direktiv 2001/23). 
16-2,"(1) Tidligere arbeidsgivers rettigheter og plikter som følger av arbeidsavtale eller arbeidsforhold som foreligger på det tidspunkt overdragelsen finner sted, overføres til den nye arbeidsgiver. Krav etter første punktum kan fortsatt gjøres gjeldende overfor den tidligere arbeidsgiver. (2) Ny arbeidsgiver blir bundet av tariffavtale som tidligere arbeidsgiver var bundet av. Dette gjelder ikke hvis ny arbeidsgiver senest innen tre uker etter overdragelsestidspunktet skriftlig erklærer overfor fagforeningen at ny arbeidsgiver ikke ønsker å bli bundet. De overførte arbeidstakerne har likevel rett til å beholde de individuelle arbeidsvilkår som følger av tariffavtale som den tidligere arbeidsgiver var bundet av. Dette gjelder inntil denne tariffavtalen utløper eller til det inngås ny tariffavtale som er bindende for den nye arbeidsgiver og de overførte arbeidstakere. (3) Arbeidstakernes rett til videre opptjening av alders-, etterlatte- og uførepensjon i henhold til kollektiv tjenestepensjon, overføres til ny arbeidsgiver etter reglene i første og andre ledd. Ny arbeidsgiver kan velge å gjøre allerede eksisterende pensjonsordninger gjeldende for de overførte arbeidstakerne. Dersom arbeidstakernes tidligere pensjonsordninger ikke kan videreføres etter overdragelsen, skal ny arbeidsgiver sørge for at de overførte arbeidstakerne sikres rett til videre opptjening etter en annen kollektiv pensjonsordning. "
16-3,"(1) Arbeidstaker kan motsette seg at arbeidsforholdet overføres til ny arbeidsgiver. (2) Arbeidstaker som motsetter seg at arbeidsforholdet overføres til ny arbeidsgiver, må skriftlig underrette tidligere arbeidsgiver om dette innen den frist denne har fastsatt. Fristen kan ikke være kortere enn 14 dager etter at informasjon etter § 16-6 er gitt. (3) Arbeidstaker som har vært ansatt i virksomheten i til sammen minst 12 måneder de siste to år før overdragelsestidspunktet, og som gjør gjeldende reservasjonsrett etter denne paragraf, har fortrinnsrett til ny ansettelse hos tidligere arbeidsgiver i ett år fra overdragelsestidspunktet, med mindre det gjelder en stilling arbeidstaker ikke er kvalifisert for. Fortrinnsretten faller bort dersom arbeidstaker ikke har akseptert et tilbud om ansettelse i en passende stilling senest 14 dager etter at tilbudet ble mottatt. Fortrinnsrett etter §§ 10-2 fjerde ledd, 14-2 og 14-3 går foran fortrinnsrett etter paragrafen her. Endret ved lover 21 des 2005 nr. 121 (ikr. 1 jan 2006), 19 juni 2009 nr. 39 (ikr. 1 jan 2010 iflg. res. 19 juni 2009 nr. 822). "
16-4,"(1) Overdragelse av virksomhet til annen arbeidsgiver er ikke i seg selv grunn for oppsigelse eller avskjed fra tidligere eller ny arbeidsgiver. (2) Dersom arbeidsavtale eller arbeidsforhold opphører fordi skifte av arbeidsgiver medfører vesentlige endringer i arbeidsvilkårene til skade for arbeidstaker, anses opphøret som en følge av arbeidsgivers forhold. (3) Ved tvister etter denne paragraf gjelder bestemmelsene i §§ 15-11 og 15-12 tilsvarende, med unntak av § 15-12 første ledd siste punktum. Bestemmelsene i kapittel 17 gjelder tilsvarende så langt de passer. "
16-5,"(1) Tidligere og ny arbeidsgiver skal så tidlig som mulig gi informasjon om og drøfte overdragelsen med arbeidstakernes tillitsvalgte. (2) Det skal gis særskilt informasjon om: a. grunnen til overdragelsen, b. fastsatt eller foreslått dato for overdragelsen, c. de rettslige, økonomiske og sosiale følger av overdragelsen for arbeidstakerne, d. endringer i tariffavtaleforhold, e. planlagte tiltak overfor arbeidstakerne, f. reservasjons- og fortrinnsrett, og fristen for å utøve slike rettigheter. (3) Dersom tidligere eller ny arbeidsgiver planlegger tiltak overfor arbeidstakerne, skal dette så tidlig som mulig drøftes med tillitsvalgte med sikte på å oppnå en avtale. "
16-6,Tidligere og ny arbeidsgiver skal så tidlig som mulig informere de berørte arbeidstakere om overdragelse som nevnt i § 16-1. Det skal gis særskilt informasjon om forhold nevnt i § 16-5 andre ledd bokstavene a til f. 
16-7,"(1) Hvis virksomheten bevarer sin uavhengighet, skal de tillitsvalgte som berøres av overdragelse som nevnt i § 16-1, beholde sin rettsstilling og funksjon. (2) Hvis virksomheten ikke bevarer sin uavhengighet, skal de overførte arbeidstakere som var representert før overdragelsen, fortsatt være representert på en egnet måte fram til nyvalg kan finne sted. (3) Første ledd kommer ikke til anvendelse dersom overdragelsen medfører at grunnlaget for arbeidstakernes representasjon opphører. I slike tilfeller skal tillitsvalgte fortsatt være sikret vern i samsvar med avtaler som beskytter tillitsvalgte på dette området. "
17-1,"(1) I søksmål om rettigheter eller plikter etter denne lov gjelder domstolloven og tvisteloven, med de særregler som går fram av dette kapittel. (2) I forbindelse med søksmålet kan retten også behandle krav om oppgjør av lønn og feriepenger. Det samme gjelder andre krav som står i sammenheng med eller kommer i stedet for krav etter første ledd, dersom det ikke vil være til vesentlig ulempe for behandlingen av saken. Rettens avgjørelse etter forrige punktum kan ikke angripes. (3) Mekling i forliksråd finner ikke sted for krav som er gjenstand for forhandlinger etter § 17-3, krav som nevnt i § 17-1 andre ledd eller krav som har vært prøvet for tvisteløsningsnemnd etter § 17-2. Mekling i forliksråd finner ikke sted i saker etter § 17-1 femte ledd. (4) Ved søksmål som omfattes av § 17-4 første ledd skal retten påskynde saken mest mulig og om nødvendig beramme saken utenom tur. (5) Fagforening som har medlemmer i en virksomhet som har leid inn arbeidstaker fra bemanningsforetak, jf. § 14-12, kan reise søksmål i eget navn om lovligheten av slik innleie. I tilknytning til slik sak vil begge parter ha rett til å kreve forhandlinger i tråd med reglene i § 17-3. Endret ved lover 17 juni 2005 nr. 90 (ikr. 1 jan 2008 iflg. res. 26 jan 2007 nr. 88) som endret ved lov 26 jan 2007 nr. 3, 19 juni 2009 nr. 39 (ikr. 1 jan 2010 iflg. res. 19 juni 2009 nr. 822), 14 juni 2013 nr. 32 (ikr. 1 juli 2013 iflg. res. 14 juni 2013 nr. 617), 24 apr 2015 nr. 21 (ikr. 1 juli 2015 iflg. res. 24 apr 2015 nr. 398), 8 april 2022 nr. 19 (i kraft 1 juli 2022 iflg. res. 8 april 2022 nr. 550). "
17-2,"(1) Tvist som nevnt i §§ 8-3, 10-13 og 12-14, § 14-3 første ledd og § 14-4 a kan bringes inn for en tvisteløsningsnemnd for avgjørelse. (2) Tvist kan ikke bringes inn for domstolene før den har vært prøvet for nemnda og avgjørelse fra nemnda foreligger. Ved domstolsprøving av tvisten skal den konklusjon nemnda har kommet til stå ved lag mens saken er til behandling ved domstolene. Dersom dette vil virke urimelig, kan retten etter krav fra en av partene fastsette en annen midlertidig ordning. (3) Fristen for å bringe tvisten inn for domstolene er åtte uker fra det tidspunktet parten ble underrettet om nemndas avgjørelse. (4) Reises det ikke søksmål innen fristen, har vedtaket virkning som en rettskraftig dom, og det kan fullbyrdes etter reglene som gjelder for dommer. Nemnda kan gi oppfriskning for oversittelse av fristen etter reglene i tvisteloven §§ 16-12 til 16-14. Et vedtak om oppfriskning kan bringes inn for tingretten. (5) Departementet kan gi forskrift om oppnevning av nemndas medlemmer og om nemndas sammensetning og saksbehandling. Endret ved lover 15 des 2006 nr. 69 (ikr. 1 jan 2007 iflg. res. 15 des 2006 nr. 1406), 14 juni 2013 nr. 32 (ikr. 1 jan 2014 iflg. res. 14 juni 2013 nr. 617), 15 des 2017 nr. 104, 22 juni 2018 nr. 45 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 945), 9 des 2022 nr. 88 (i kraft 1 jan 2023 iflg. res. 9 des 2022 nr. 2109). "
17-2 a,(1) Det må reises sak for Tvisteløsningsnemnda senest fire uker etter at arbeidsgivers skriftlige avslag er kommet frem til arbeidstaker. Fristen beregnes og avbrytes etter reglene i domstolloven kapittel 8. (2) I utdanningspermisjonssaker kan det fremmes sak senest fire uker etter utløpet av arbeidsgivers svarfrist etter § 12-11 femte ledd dersom arbeidsgiver ikke har svart innen fristen. (3) Saker om rett til delvis permisjon etter § 12-6 skal tas til behandling selv om fireukersfristen er utløpt dersom oversittelsen av fristen skyldes en fødsel eller overtakelse av omsorg for et adoptivbarn eller fosterbarn. Saken må i så fall fremmes snarest mulig etter fødselen eller omsorgsovertakelsen. 
17-2 b,"(1) Nemndas rettskraftige avgjørelser og beslutninger kan gjenåpnes etter begjæring fra en part dersom a. det foreligger brudd på habilitetskrav i forvaltningsloven § 6 b. det foreligger andre saksbehandlingsfeil, og det ikke kan utelukkes at feilen var bestemmende for avgjørelsens innhold c. opplysninger om faktiske forhold som var ukjent da saken ble avgjort, tilsier at avgjørelsen høyst sannsynlig ville blitt et annen. (2) En sak kan ikke gjenåpnes a. av en grunn som ble forkastet ved sakens behandling b. av en grunn som parten burde ha gjort gjeldende under sakens ordinære behandling, ved søksmål til tingretten eller ved begjæring om oppfriskning c. dersom det er rimelig sannsynlighetsovervekt for at en ny behandling av saken ikke vil lede til en endring av betydning for parten. (3) Et vedtak om gjenåpning treffes av nemndsleder. (4) Et avslag på en begjæring om gjenåpning kan bringes inn for tingretten. For øvrig gjelder reglene i tvisteloven kapittel 31 så langt de passer. (5) Dersom nemnda treffer vedtak om gjenåpning, har parten krav på å få dekket saksomkostninger etter reglene i forvaltningsloven § 36 første ledd. Forvaltningsloven § 36 andre ledd gjelder ikke. "
17-2 c,"(1) Nemnda kan rette et vedtak som på grunn av en skrive- eller regnefeil, misforståelse, forglemmelse eller lignende klar feil har fått en utforming som ikke stemte med nemndas mening. (2) Er det ikke truffet avgjørelse om noe som skulle vært avgjort, kan det avsies en tilleggsavgjørelse dersom det fremmes en begjæring om det innen fristen for å bringe saken inn for tingretten, jf. § 17-2 tredje ledd. (3) Nemndsleder kan treffe vedtak etter første og andre ledd. (4) For øvrig gjelder tvisteloven §§ 19-8 og 19-9 tilsvarende. "
17-3,"(1) Arbeidstaker som vil gjøre gjeldende at en oppsigelse eller avskjed er ulovlig, at det er brudd på lovens regler om fortrinnsrett eller at det har skjedd en ulovlig midlertidig ansettelse, innleie eller suspensjon, kan kreve forhandlinger med arbeidsgiver. Det samme gjelder hvis arbeidstaker vil kreve erstatning på grunn av forhold som nevnt i første punktum. (2) Arbeidstaker som vil kreve forhandlinger må skriftlig underrette arbeidsgiver om dette innen to uker. Fristen til å kreve forhandlinger regnes fra: a. oppsigelsen eller avskjeden fant sted, b. arbeidsgiver avslo krav fra arbeidstaker om fortrinnsrett til ny stilling, c. arbeidstaker fratrådte ved tvist om det har foreligget ulovlig innleie eller midlertidig ansettelse, eller d. suspensjonens opphørstidspunkt. Ved tvist om det foreligger lovlig innleie, midlertidig ansettelse eller suspensjon gjelder ingen frist for å kreve forhandlinger.  (3) Arbeidsgiver skal sørge for at forhandlingsmøte blir holdt snarest mulig og senest innen to uker etter at kravet er mottatt. (4) Dersom arbeidstaker reiser søksmål eller underretter arbeidsgiver om at søksmål vil bli reist uten at forhandlinger har vært holdt, kan arbeidsgiver kreve forhandlinger med arbeidstaker. Krav om forhandlinger skal framsettes skriftlig så snart som mulig og senest to uker etter at arbeidsgiver er underrettet om at søksmål er eller vil bli reist. Arbeidsgiver skal sørge for at forhandlingsmøte blir holdt i samsvar med regelen i foregående ledd. Dersom søksmål er reist, skal arbeidsgiver skriftlig underrette retten om at forhandlinger vil bli holdt. Arbeidstaker plikter å møte til forhandlingene. (5) Arbeidstaker og arbeidsgiver har rett til å la seg bistå av rådgiver under forhandlingene. Forhandlingene må være sluttført senest to uker etter datoen for det første forhandlingsmøtet, med mindre partene blir enige om å fortsette forhandlingene. Fra forhandlingene skal det settes opp protokoll, som skal underskrives av partene og deres rådgivere. (6) I tvist om innleie rettes krav om forhandlinger mot innleier. Det som står om arbeidsgiver i paragrafen her gjelder tilsvarende for innleier. Endres ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). "
17-4,"(1) Ved tvist om oppsigelse, avskjed, brudd på lovens regler om fortrinnsrett eller om det har foreligget ulovlig midlertidig ansettelse, innleie, eller suspensjon, er søksmålsfristen åtte uker. Dersom arbeidstaker bare krever erstatning, er søksmålsfristen seks måneder. Partene kan i den enkelte sak bli enige om en lengre søksmålsfrist. (2) Søksmålsfristen etter første ledd regnes fra forhandlingenes avslutning. Er forhandlinger ikke holdt, regnes fristen fra de tidspunkter som er nevnt i § 17-3 andre ledd. (3) Ved søksmål etter § 17-1 femte ledd avbrytes søksmålsfristen for individuelle erstatningskrav for de navngitte enkeltpersoner saken gjelder fra tidspunktet for søksmålet etter § 17-1 femte ledd og frem til rettskraftig dom foreligger. (4) Dersom arbeidsgivers oppsigelse eller avskjed ikke oppfyller formkravene i § 15-4 første og andre ledd, gjelder ingen søksmålsfrist. (5) Ved tvist om det foreligger ulovlig midlertidig ansettelse, innleie eller suspensjon gjelder ingen søksmålsfrist. (6) Retten til å fortsette i stillingen etter § 15-11 gjelder dersom søksmål reises innen utløpet av oppsigelsesfristen, og innen åtte uker fra forhandlingenes avslutning eller fra oppsigelsen fant sted. Det samme gjelder hvis arbeidstaker innen utløpet av oppsigelsesfristen skriftlig underretter arbeidsgiver om at søksmål vil bli reist innen åtte-ukersfristen. Fristene gjelder ikke dersom arbeidsgivers oppsigelse ikke oppfyller formkravene i § 15-4 første og andre ledd, jf. tredje ledd i paragrafen her. Retten kan bestemme at arbeidsforholdet skal fortsette, jf. § 15-11 tredje ledd, dersom søksmål med krav om dette reises innen åtte uker fra tidspunktet for arbeidstakers fratreden eller fra forhandlingenes avslutning. (7) Søksmålsfristen etter første ledd avbrytes hvis tvisten bringes inn for Diskrimineringsnemnda. Endret ved lover 15 des 2006 nr. 69 (ikr. 1 jan 2007 iflg. res. 15 des 2006 nr. 1406), 19 juni 2009 nr. 39 (ikr. 1 jan 2010 iflg. res. 19 juni 2009 nr. 822), 14 juni 2013 nr. 32 (ikr. 1 juli 2013 iflg. res. 14 juni 2013 nr. 617), 24 apr 2015 nr. 21 (ikr. 1 juli 2015 iflg. res. 24 apr 2015 nr. 398), 18 juni 2021 nr. 93 (ikr. 1 juli 2021 iflg. res. 18 juni 2021 nr. 1973), 8 april 2022 nr. 19 (i kraft 1 juli 2022 iflg. res. 8 april 2022 nr. 550). "
17-5,"(1) Ved tvist om en oppsigelses rettmessighet etter § 15-8 løper fristene for å kreve forhandling eller gå til søksmål fra det tidspunkt forbudet mot oppsigelse etter § 15-8 første ledd opphører. (2) Ved oppsigelse under fravær på grunn av barns eller barnepassers sykdom etter § 12-9 eller fravær på grunn av pleie av nærstående etter § 12-10, forlenges fristen for å kreve forhandlinger eller gå til søksmål med det antall dager arbeidstaker var fraværende etter at oppsigelsen fant sted. (3) Ved oppsigelse under permisjon ved svangerskap, fødsel, adopsjon eller omsorg for små barn etter §§ 12-1 til 12-6 eller under permisjon ved militærtjeneste mv. etter § 12-12 kan retten gi oppfriskning for oversittelse av fristene for å kreve forhandlinger eller for søksmål, dersom arbeidstaker krever det og retten finner det rimelig. Endret ved lover 17 juni 2005 nr. 90 (ikr. 1 jan 2008 iflg. res. 26 jan 2007 nr. 88) som endret ved lov 26 jan 2007 nr. 3, 19 okt 2012 nr. 68 (ikr. 1 jan 2013 iflg. res. 19 okt 2012 nr. 978). "
17-6,Domstoladministrasjonen oppnevner ett eller flere særskilte arbeidslivskyndige meddommerutvalg for hvert fylke. Minst to femdeler av meddommerne i hvert utvalg oppnevnes etter forslag fra arbeidsgiverorganisasjon og minst to femdeler oppnevnes etter forslag fra arbeidstakerorganisasjon. 
17-7,"(1) Under hovedforhandling og under ankeforhandling i lagmannsrett settes retten med to meddommere. (2) Meddommere oppnevnes etter forslag fra partene fra de særskilte arbeidslivskyndige utvalg oppnevnt etter § 17-6. I lagmannsrettssaker tas meddommerne fra de utvalg som er oppnevnt innen lagsognets grenser. (3) Partene foreslår hver sin halvpart av det antall meddommere retten settes med i den enkelte sak. Foreligger ikke partenes forslag innen den frist dommeren har bestemt, kan dommeren oppnevne meddommere etter domstolloven § 94. Det samme gjelder dersom flere saksøkere eller saksøkte ikke blir enige om noe felles forslag. (4) Retten kan likevel settes uten meddommere dersom partene og retten er enig i at meddommere er unødvendig. Endret ved lover 15 juni 2007 nr. 38 (ikr. 1 juli 2007 iflg. res. 15 juni 2007 nr. 654), 17 juni 2005 nr. 90 (ikr. 1 jan 2008 iflg. res. 26 jan 2007 nr. 88) som endret ved lov 26 jan 2007 nr. 3. "
18-1,"(1) Arbeidstilsynet fører tilsyn med at bestemmelsene i og i medhold av denne lov blir overholdt. Når det er nødvendig med særskilt ekspertise for å gjennomføre tilsyn etter denne lov, kan Arbeidstilsynet oppnevne sakkyndige til å utføre kontroll og foreta undersøkelser mv. på Arbeidstilsynets vegne. Departementet kan fastsette bestemmelser om Arbeidstilsynets organisasjon og virksomhet. (2) Departementet kan bestemme at tilsynet med deler av den offentlige forvaltning og transportbedrifter som drives av staten skal ordnes på annen måte enn det som følger av loven. Departementet kan bestemme at annen offentlig myndighet enn Arbeidstilsynet skal føre tilsyn med at bestemmelsene i eller i medhold av denne lov blir overholdt. "
18-2,"(1) Når Arbeidstilsynet får melding om forhold som er i strid med loven, plikter enhver som utfører arbeid eller tjeneste for Arbeidstilsynet å hindre at andre får kjennskap til melderens navn eller andre identifiserende opplysninger om melderen. (2) Taushetsplikten gjelder også overfor den anmeldte. Forvaltningsloven §§ 13 til 13 e og 13 g gjelder ellers tilsvarende. Endret ved lover 16 juni 2017 nr. 42 (ikr. 1 juli 2017 iflg. res. 16 juni 2017 nr. 752), 18 juni 2021 nr. 127 (ikr. 1 juli 2021 iflg. res. 18 juni 2021 nr. 2026). "
